Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Market_Cap,PE_Ratio,Dividend_Yield,52Week_High,52Week_Low
2025-03-11 00:00:00+05:30,829.9811819724781,835.7038170818192,823.8885481247595,831.510498046875,19898430,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-12 00:00:00+05:30,834.4951408301645,847.7904041385841,834.4951408301645,844.1644287109375,18784106,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-13 00:00:00+05:30,846.5818201293218,848.9251455168071,838.6885135609504,841.9197998046875,15736264,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-17 00:00:00+05:30,841.1304307424771,850.5037317302232,841.1304307424771,843.79443359375,18950652,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-18 00:00:00+05:30,843.79443359375,843.79443359375,843.79443359375,843.79443359375,0,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-19 00:00:00+05:30,855.930432694155,863.823739278078,854.5490799535085,860.4197387695312,15221406,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-20 00:00:00+05:30,865.3037412350927,875.1703745445009,862.985106495842,872.5803833007812,17833978,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-21 00:00:00+05:30,866.0684175252852,875.2196836615442,866.0684175252852,873.3696899414062,33508264,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-24 00:00:00+05:30,877.6369838460287,890.1676194932312,874.997671627427,887.9969482421875,17393736,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-25 00:00:00+05:30,890.4143157035983,909.5555477752322,888.7369760332164,898.5789184570312,39101416,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-26 00:00:00+05:30,900.3302775382388,901.5636066855513,888.9836493829623,891.2283325195312,24478442,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-27 00:00:00+05:30,887.9969842041877,908.2235821777275,887.0596420099644,900.5029296875,41658100,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-03-28 00:00:00+05:30,902.3036249715724,905.7569466636451,890.8829847599874,901.908935546875,28773648,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-01 00:00:00+05:30,888.9836405685396,892.8809726796349,870.9030234039785,872.1363525390625,28511006,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-02 00:00:00+05:30,873.5423260418547,887.602278026219,873.5423260418547,886.4676513671875,11573564,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-03 00:00:00+05:30,878.6729886492828,889.9702954640933,876.6503409310941,885.456298828125,11250038,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-04 00:00:00+05:30,894.4102660639704,908.6921929973271,893.4729239008652,896.5316162109375,33540454,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-07 00:00:00+05:30,869.6450067324856,878.0562747489253,857.5090006629878,867.1289672851562,37995450,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-08 00:00:00+05:30,870.730371547347,879.1170096868965,863.4784203033727,872.7777099609375,35563872,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-09 00:00:00+05:30,870.7303466796875,875.6636630914704,865.0570328061372,870.7303466796875,22454608,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-11 00:00:00+05:30,875.540352413462,897.567622795633,875.540352413462,891.3269653320312,32775766,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-15 00:00:00+05:30,920.0634812745557,925.8848185421238,915.1301650210728,920.01416015625,49298344,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-16 00:00:00+05:30,929.3381542000717,929.3381542000717,917.8435030643678,926.476806640625,19136820,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-17 00:00:00+05:30,928.4501090482869,947.0486870380013,925.8354273732423,940.6353759765625,35703084,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-21 00:00:00+05:30,949.170085798879,962.3420166432835,942.2634427629204,950.6994018554688,34247298,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-22 00:00:00+05:30,954.5967457498784,972.1593405008402,954.5967457498784,967.7686767578125,45961750,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-23 00:00:00+05:30,976.2540297557508,976.2540297557508,947.4434488933124,949.1207885742188,30570642,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-24 00:00:00+05:30,942.2634238174406,949.1207455952106,939.8460867592294,945.6181030273438,25931754,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-25 00:00:00+05:30,949.5647662059754,953.6100615716746,933.2848220611925,942.8554077148438,18500878,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-28 00:00:00+05:30,942.8554253066497,951.982060830828,941.4741328194633,947.29541015625,13920492,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-29 00:00:00+05:30,946.6048254524144,951.5381421157663,937.4288082816594,941.6715087890625,18918308,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-04-30 00:00:00+05:30,943.7434115323153,955.5340495753018,942.4114402150566,949.6633911132812,31936870,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-02 00:00:00+05:30,952.0314262519853,958.0007270723939,947.1967520748111,948.1340942382812,17840404,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-05 00:00:00+05:30,956.5700467268101,962.9833580251333,953.2647488384409,955.4847412109375,15068024,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-06 00:00:00+05:30,952.1300492793257,957.112686715781,949.3180830668039,952.9686889648438,17490156,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-07 00:00:00+05:30,954.1033540161453,961.3553047488027,948.3807192627594,959.8259887695312,21420778,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-08 00:00:00+05:30,964.364722012384,964.364722012384,946.752746184645,951.3900756835938,34803430,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-09 00:00:00+05:30,942.3127568324845,946.7034204881495,930.8181657127636,932.248779296875,17188796,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-12 00:00:00+05:30,946.0127244576516,966.8806765571811,943.3981029435623,965.5486450195312,18618972,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-13 00:00:00+05:30,961.9967305905121,967.7686868855955,947.1967808891196,948.4794311523438,24242102,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-14 00:00:00+05:30,948.2327622761527,952.2287366384547,938.8101397074491,942.5594482421875,15445308,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-15 00:00:00+05:30,943.9901042439285,959.4314088460198,935.85013208818,954.0047607421875,32241458,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-16 00:00:00+05:30,954.0047801554118,958.9380967138302,951.340777169636,954.44873046875,15868010,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-19 00:00:00+05:30,955.5834183781088,959.5300716290252,952.6234284399217,956.4220581054688,10202964,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-20 00:00:00+05:30,951.1927398071444,954.3993955236706,943.7434439560598,944.6807861328125,23879090,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-21 00:00:00+05:30,950.6500948788123,960.4674068130723,947.739426083267,950.5514526367188,15132040,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-22 00:00:00+05:30,944.828766015395,949.2687509312965,939.895449442171,947.1474609375,21306670,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-23 00:00:00+05:30,947.2460290070277,955.583345407158,944.4833839865793,953.906005859375,9566072,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-26 00:00:00+05:30,954.5967478346391,961.947401503022,950.6007734925844,957.1620483398438,10802860,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-27 00:00:00+05:30,952.9194312599001,961.0100826032541,945.3714929245052,950.3048095703125,26162148,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-28 00:00:00+05:30,947.295443323748,954.3501102535763,946.0621141556768,948.9234619140625,18157594,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-29 00:00:00+05:30,951.1433943336576,957.4580633637506,940.9314535555673,950.896728515625,28917794,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-05-30 00:00:00+05:30,953.0674622365118,961.4047794767922,949.8608063918771,959.4807739257812,28748078,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-02 00:00:00+05:30,952.1794133521448,955.0900821550082,941.276795842849,953.1660766601562,14668822,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-03 00:00:00+05:30,956.0767204883472,962.9833634640112,947.1967509482078,949.466064453125,24377584,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-04 00:00:00+05:30,947.6901200517409,958.6914401720352,947.6407989299088,957.6553955078125,12961542,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-05 00:00:00+05:30,961.0100588418235,966.3873858970264,957.1620478647775,961.7993774414062,22255418,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-06 00:00:00+05:30,959.0366899431259,984.8379583134906,958.3953347348495,976.1552734375,30127008,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-09 00:00:00+05:30,984.196594423998,984.196594423998,974.7739724063232,976.2539672851562,13202588,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-10 00:00:00+05:30,978.1780428487654,978.1780428487654,967.472709657825,969.5447387695312,15533126,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-11 00:00:00+05:30,970.6793723493836,970.6793723493836,960.516752091058,962.194091796875,11096394,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-12 00:00:00+05:30,961.9966994408974,967.4233474890254,954.7447484104943,958.74072265625,16349130,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-13 00:00:00+05:30,947.19676434732,953.6100757725884,943.7434428106371,946.0127563476562,12117762,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-16 00:00:00+05:30,949.1700746468088,956.520728121515,947.2460692080249,954.7940673828125,16513746,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-17 00:00:00+05:30,955.5834055099792,957.852719054467,946.7527569357399,951.9327392578125,16978736,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-18 00:00:00+05:30,945.7167603313338,955.2380851367438,945.7167603313338,954.0540771484375,18433816,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-19 00:00:00+05:30,954.0540746334422,960.4180648603083,949.9593979158449,954.7447509765625,16876220,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-20 00:00:00+05:30,952.9193918485255,971.8140179089729,952.9193918485255,969.2486572265625,32900408,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-23 00:00:00+05:30,961.2073364257812,965.8939867961492,957.9513597916495,961.2073364257812,11739518,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-24 00:00:00+05:30,969.3966711141703,976.3033140635843,964.7593416610487,967.3740234375,22625322,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-25 00:00:00+05:30,969.8900392545883,977.7833457795492,968.854054817417,976.8953247070312,18405932,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-26 00:00:00+05:30,977.4873577522009,1000.032590400823,976.7966813877978,997.41796875,50084830,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-27 00:00:00+05:30,1004.0015037809444,1007.393088107433,994.2258430942326,1004.9491577148438,28213384,11.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-06-30 00:00:00+05:30,1003.2533964547342,1004.400566128524,995.2732550959096,998.2658081054688,13649020,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-01 00:00:00+05:30,1000.0114368496795,1005.4977838847651,999.5126780283082,1003.5526123046875,14389386,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-02 00:00:00+05:30,1007.4429706558585,1007.4429706558585,986.4950998423908,990.5350341796875,18878250,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-03 00:00:00+05:30,994.9739612315547,1001.507689459166,989.6871300276722,991.0836181640625,16860506,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-04 00:00:00+05:30,991.0836632772651,999.2633203019867,987.5424877454124,992.1809692382812,7863944,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-07 00:00:00+05:30,992.0312782906421,996.7196233059492,989.4377568185034,991.2332763671875,11349426,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-08 00:00:00+05:30,986.0462146584523,1000.0114620081927,986.0462146584523,998.2159423828125,15224316,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-09 00:00:00+05:30,1001.0089360727129,1004.4005203490875,996.5699704674603,1003.1036987304688,13861428,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-10 00:00:00+05:30,1005.4977851253348,1005.9965439473215,997.5176439735463,1000.6099243164062,17030310,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-11 00:00:00+05:30,996.5201541247731,999.9117385623401,987.9913902076418,989.3878784179688,12516922,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-14 00:00:00+05:30,989.0387573242188,991.8816582943851,982.8541356715338,989.0387573242188,13088850,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-15 00:00:00+05:30,984.0511806165923,999.3131887778599,984.0511806165923,995.2732543945312,14498168,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-16 00:00:00+05:30,1006.4952830829005,1008.8394251469304,993.826797075495,995.6722412109375,17994612,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-17 00:00:00+05:30,999.5126501495852,999.9116815490105,988.8890631972324,990.98388671875,22529158,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-18 00:00:00+05:30,990.9838927216935,996.0213445308241,974.0759568696542,976.2705078125,16129446,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-21 00:00:00+05:30,986.6446826643673,998.5151670456409,985.7968170158388,997.7670288085938,22309078,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-22 00:00:00+05:30,1004.051390877723,1006.4953213272488,999.0139388595042,1001.058837890625,14836814,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-23 00:00:00+05:30,1003.0039954915454,1012.3806857402005,999.0139248978445,1009.6375122070312,13634916,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-24 00:00:00+05:30,1016.3208076773761,1016.3208076773761,1001.7072110041944,1004.5999755859375,19107176,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-25 00:00:00+05:30,1007.5,1007.5,999.5,1002.2999877929688,9306598,2.5,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-28 00:00:00+05:30,1001.5,1010.7000122070312,1000.25,1004.25,12059580,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-29 00:00:00+05:30,999.9500122070312,1013.25,998.1500244140625,1010.7999877929688,19895696,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-30 00:00:00+05:30,1014.0,1016.2999877929688,1008.5,1012.9000244140625,15154036,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-07-31 00:00:00+05:30,1007.2999877929688,1015.7000122070312,1004.0,1009.0999755859375,22183032,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-01 00:00:00+05:30,1007.0,1014.1500244140625,1004.6500244140625,1006.0999755859375,11317258,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-04 00:00:00+05:30,1005.0499877929688,1009.25,994.0499877929688,996.0,13933946,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-05 00:00:00+05:30,993.25,997.2000122070312,982.75,988.7999877929688,23978058,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-06 00:00:00+05:30,985.5499877929688,994.0,985.0,992.6500244140625,14080204,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-07 00:00:00+05:30,990.0499877929688,1000.7999877929688,988.4000244140625,997.7000122070312,13081186,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-08 00:00:00+05:30,993.5499877929688,996.4000244140625,985.0,986.9500122070312,13895264,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-11 00:00:00+05:30,987.9500122070312,998.7999877929688,986.5499877929688,997.7999877929688,9105854,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-12 00:00:00+05:30,995.9500122070312,998.0,983.75,984.9500122070312,12937802,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-13 00:00:00+05:30,997.0,997.0,984.5499877929688,990.1500244140625,13577396,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-14 00:00:00+05:30,989.0,998.0,985.5999755859375,995.5499877929688,17511716,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-18 00:00:00+05:30,1005.0,1013.2999877929688,997.7999877929688,1001.7999877929688,19284796,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-19 00:00:00+05:30,999.1500244140625,1003.0499877929688,993.3499755859375,995.5499877929688,12352438,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-20 00:00:00+05:30,993.5,996.0,989.5,994.0999755859375,9950228,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-21 00:00:00+05:30,998.75,998.75,991.5999755859375,995.5999755859375,12439850,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-22 00:00:00+05:30,994.9500122070312,998.0,978.5499877929688,982.2999877929688,19833502,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-25 00:00:00+05:30,980.0999755859375,988.7000122070312,978.5,982.0499877929688,17518044,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-26 00:00:00+05:30,979.5,985.7000122070312,968.0,973.4000244140625,16917731,0.0,2.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-28 00:00:00+05:30,967.0,972.2000122070312,955.0,957.7999877929688,25438255,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-08-29 00:00:00+05:30,954.0,963.2999877929688,950.0999755859375,951.5999755859375,14823813,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-01 00:00:00+05:30,949.5999755859375,957.4500122070312,946.3499755859375,950.5999755859375,20178344,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-02 00:00:00+05:30,951.0,954.7999877929688,944.0,944.5,14196320,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-03 00:00:00+05:30,945.0,956.2999877929688,940.0,954.4500122070312,16083481,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-04 00:00:00+05:30,960.2000122070312,965.7000122070312,956.25,961.25,17597657,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-05 00:00:00+05:30,967.5,967.5,954.0499877929688,963.4000244140625,11602111,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-08 00:00:00+05:30,969.0,973.1500244140625,960.4500122070312,966.0,11711307,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-09 00:00:00+05:30,974.0,974.4000244140625,962.7000122070312,965.1500244140625,13985539,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-10 00:00:00+05:30,973.9000244140625,973.9000244140625,961.7000122070312,965.9000244140625,18091100,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-11 00:00:00+05:30,960.2999877929688,969.25,959.9000244140625,967.7999877929688,15113633,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-12 00:00:00+05:30,969.9000244140625,970.75,962.25,967.2999877929688,14363519,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-15 00:00:00+05:30,969.5999755859375,972.3499755859375,965.0,967.0499877929688,14486377,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-16 00:00:00+05:30,961.2000122070312,969.3499755859375,961.2000122070312,966.8499755859375,18661794,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-17 00:00:00+05:30,965.1500244140625,974.4000244140625,964.3499755859375,966.5,17361476,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-18 00:00:00+05:30,973.2999877929688,979.6500244140625,969.25,976.9000244140625,17791598,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-19 00:00:00+05:30,974.9000244140625,976.7000122070312,962.0999755859375,966.9000244140625,31243267,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-22 00:00:00+05:30,964.0,971.2000122070312,961.9500122070312,964.2000122070312,10854415,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-23 00:00:00+05:30,967.0,968.2000122070312,955.5,957.2000122070312,21022298,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-24 00:00:00+05:30,952.2000122070312,956.4500122070312,943.0,951.0499877929688,15117220,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-25 00:00:00+05:30,952.5,958.0,947.4000244140625,949.8499755859375,31413279,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-26 00:00:00+05:30,945.0999755859375,951.4500122070312,941.2999877929688,945.0499877929688,14874656,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-29 00:00:00+05:30,946.0499877929688,956.7999877929688,939.0999755859375,950.2999877929688,32398179,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-09-30 00:00:00+05:30,958.0499877929688,960.0,946.2999877929688,951.0,28296687,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-01 00:00:00+05:30,952.7000122070312,969.5999755859375,946.0,965.25,25350832,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-03 00:00:00+05:30,952.0,966.75,952.0,965.1500244140625,26658296,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-06 00:00:00+05:30,971.9000244140625,977.4000244140625,962.0,973.4500122070312,18542683,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-07 00:00:00+05:30,974.0,989.8499755859375,971.0,982.5,25535736,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-08 00:00:00+05:30,976.0,985.9000244140625,974.5499877929688,978.7000122070312,15939710,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-09 00:00:00+05:30,974.5,979.0,970.1500244140625,977.0999755859375,15370950,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-10 00:00:00+05:30,979.0,986.2000122070312,978.0999755859375,980.9000244140625,13757080,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-13 00:00:00+05:30,974.2999877929688,981.0,972.0,977.0,18634254,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-14 00:00:00+05:30,970.0,980.4500122070312,967.0,977.1500244140625,22934382,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
2025-10-15 00:00:00+05:30,975.0,984.9000244140625,973.3499755859375,978.25,23310447,0.0,0.0,HDFCBANK.NS,14481660837888,20.992638,1.16,1020.5,830.55
